Timestamp,Humidity,Temperature
2023-11-22 12:24:02,,32.2999992370605
2023-11-22 12:25:02,40.0,32.2999992370605
2023-11-22 12:26:02,40.0,32.2999992370605
2023-11-22 12:27:02,39.0,32.2999992370605
2023-11-22 12:28:02,40.0,32.2999992370605
2023-11-22 12:29:02,40.0,32.2999992370605
2023-11-22 12:30:02,40.0,32.2999992370605
2023-11-22 12:31:02,38.0,32.2999992370605
2023-11-22 12:32:02,38.0,32.2999992370605
2023-11-22 12:33:02,39.0,32.2999992370605
2023-11-22 12:34:02,40.0,32.2999992370605
2023-11-22 12:35:02,40.0,32.2999992370605
2023-11-22 12:36:02,39.0,32.2999992370605
2023-11-22 12:37:02,40.0,32.2999992370605
2023-11-22 12:38:02,40.0,32.2999992370605
2023-11-22 12:39:02,39.0,32.2999992370605
2023-11-22 12:40:02,40.0,32.2999992370605
2023-11-22 12:41:02,38.0,32.2999992370605
2023-11-22 12:42:02,38.0,32.2999992370605
2023-11-22 12:43:02,38.0,32.2999992370605
2023-11-22 12:44:02,40.0,32.2999992370605
2023-11-22 12:45:02,41.0,32.2999992370605
2023-11-22 12:46:02,42.0,32.2999992370605
2023-11-22 12:47:02,41.0,32.2999992370605
2023-11-22 12:48:02,41.0,32.2999992370605
2023-11-22 12:49:02,41.0,32.4000015258789
2023-11-22 12:50:02,41.0,32.7999992370605
2023-11-22 12:51:02,41.0,32.7999992370605
2023-11-22 12:52:02,40.0,32.7999992370605
2023-11-22 12:53:02,39.0,32.7999992370605
2023-11-22 12:54:02,38.0,32.2999992370605
2023-11-22 12:55:02,39.0,32.7999992370605
2023-11-22 12:56:02,39.0,32.2999992370605
2023-11-22 12:57:02,40.0,32.7999992370605
2023-11-22 12:58:02,40.0,32.7999992370605
2023-11-22 12:59:02,40.0,32.2999992370605
2023-11-22 13:00:02,41.0,32.7999992370605
2023-11-22 13:01:02,41.0,32.7999992370605
2023-11-22 13:02:02,40.0,32.7999992370605
2023-11-22 13:03:02,40.0,32.7999992370605
2023-11-22 13:04:02,40.0,32.7999992370605
2023-11-22 13:05:02,40.0,32.7999992370605
2023-11-22 13:06:02,39.0,32.7999992370605
2023-11-22 13:07:03,39.0,32.7999992370605
2023-11-22 13:08:02,39.0,32.7999992370605
2023-11-22 13:09:02,39.0,32.7999992370605
2023-11-22 13:10:02,39.0,32.7999992370605
2023-11-22 13:11:02,37.0,32.7999992370605
2023-11-22 13:12:03,37.0,33.2999992370605
2023-11-22 13:13:03,36.0,33.2999992370605
2023-11-22 13:14:03,36.0,33.2999992370605
2023-11-22 13:15:03,36.0,33.2999992370605
2023-11-22 13:16:03,36.0,33.2999992370605
2023-11-22 13:17:03,35.0,33.2999992370605
2023-11-22 13:18:03,36.0,33.2999992370605
2023-11-22 13:19:03,36.0,33.2999992370605
2023-11-22 13:20:03,36.0,33.2999992370605
2023-11-22 13:21:03,36.0,33.7999992370605
2023-11-22 13:22:03,37.0,33.5
2023-11-22 13:23:03,37.0,33.7999992370605
2023-11-22 13:24:03,36.0,33.7999992370605
2023-11-22 13:25:03,38.0,33.2999992370605
2023-11-22 13:26:03,37.0,33.7999992370605
2023-11-22 13:27:03,37.0,33.7999992370605
2023-11-22 13:28:03,36.0,33.7999992370605
2023-11-22 13:29:03,36.0,33.2999992370605
2023-11-22 13:30:03,36.0,33.2999992370605
2023-11-22 13:31:03,36.0,33.2999992370605
2023-11-22 13:32:03,36.0,33.2999992370605
2023-11-22 13:33:03,36.0,33.2999992370605
2023-11-22 13:34:03,36.0,33.2999992370605
2023-11-22 13:35:03,37.0,32.7999992370605
2023-11-22 13:36:03,37.0,32.7999992370605
2023-11-22 13:37:03,37.0,32.7999992370605
2023-11-22 13:38:03,38.0,32.7999992370605
2023-11-22 13:39:03,38.0,32.7999992370605
2023-11-22 13:40:03,38.0,33.2999992370605
2023-11-22 13:41:03,37.0,33.2999992370605
2023-11-22 13:42:03,38.0,32.7999992370605
2023-11-22 13:43:03,38.0,32.7999992370605
2023-11-22 13:44:44,39.0,32.7999992370605
2023-11-22 13:45:03,38.0,32.7999992370605
2023-11-22 13:46:03,38.0,32.7999992370605
2023-11-22 13:47:03,37.0,33.2999992370605
2023-11-22 13:48:03,37.0,33.2999992370605
2023-11-22 13:49:03,37.0,33.2999992370605
2023-11-22 13:50:03,37.0,32.7999992370605
2023-11-22 13:51:03,38.0,32.7999992370605
2023-11-22 13:52:03,37.0,33.2999992370605
2023-11-22 13:53:03,36.0,33.2999992370605
2023-11-22 13:54:03,36.0,33.2999992370605
2023-11-22 13:55:03,36.0,33.2999992370605
2023-11-22 13:56:03,37.0,33.2999992370605
2023-11-22 13:57:03,40.0,32.7999992370605
2023-11-22 13:58:03,41.0,32.7999992370605
2023-11-22 13:59:03,41.0,32.7999992370605
2023-11-22 14:00:03,42.0,32.7999992370605
2023-11-22 14:01:03,42.0,32.7999992370605
2023-11-22 14:02:03,42.0,32.7999992370605
2023-11-22 14:03:03,42.0,32.7999992370605
2023-11-22 14:04:03,42.0,32.7999992370605
2023-11-22 14:05:04,42.0,32.7999992370605
2023-11-22 14:06:03,42.0,32.2999992370605
2023-11-22 14:07:03,42.0,32.7999992370605
2023-11-22 14:08:03,43.0,32.7999992370605
2023-11-22 14:09:03,43.0,32.7999992370605
2023-11-22 14:10:03,44.0,32.2999992370605
2023-11-22 14:11:04,45.0,32.2999992370605
2023-11-22 14:12:04,45.0,32.2999992370605
2023-11-22 14:13:04,46.0,32.2999992370605
2023-11-22 14:14:04,46.0,32.2999992370605
2023-11-22 14:15:04,46.0,32.7999992370605
2023-11-22 14:16:04,45.0,32.2999992370605
2023-11-22 14:17:04,44.0,32.2999992370605
2023-11-22 14:18:04,44.0,32.7999992370605
2023-11-22 14:19:04,45.0,32.7999992370605
2023-11-22 14:20:04,45.0,32.7999992370605
2023-11-22 14:21:26,46.0,32.7999992370605
2023-11-22 14:22:04,46.0,32.2999992370605
2023-11-22 14:23:04,47.0,32.2999992370605
2023-11-22 14:24:04,47.0,32.2999992370605
2023-11-22 14:25:04,47.0,32.2999992370605
2023-11-22 14:26:04,49.0,31.7999992370605
2023-11-22 14:27:04,48.0,32.2999992370605
2023-11-22 14:28:04,48.0,32.2999992370605
2023-11-22 14:29:04,47.0,32.2999992370605
2023-11-22 14:30:04,48.0,32.2999992370605
2023-11-22 14:31:05,47.0,32.2999992370605
2023-11-22 14:32:04,48.0,32.2999992370605
2023-11-22 14:33:04,47.0,32.2999992370605
2023-11-22 14:34:04,47.0,32.2999992370605
2023-11-22 14:35:04,47.0,31.7999992370605
2023-11-22 14:36:04,47.0,31.7999992370605
2023-11-22 14:37:04,48.0,31.7999992370605
2023-11-22 14:38:04,48.0,31.7999992370605
2023-11-22 14:39:04,48.0,31.7999992370605
2023-11-22 14:40:04,48.0,31.7999992370605
2023-11-22 14:41:04,48.0,31.7999992370605
2023-11-22 14:42:04,48.0,31.7999992370605
2023-11-22 14:43:08,48.0,31.7999992370605
2023-11-22 14:44:04,49.0,31.7999992370605
2023-11-22 14:45:04,49.0,31.7999992370605
2023-11-22 14:46:04,50.0,31.2999992370605
2023-11-22 14:47:04,51.0,31.7999992370605
2023-11-22 14:48:04,51.0,31.7999992370605
2023-11-22 14:49:04,51.0,31.7999992370605
2023-11-22 14:50:04,50.0,31.2999992370605
2023-11-22 14:51:04,50.0,31.2999992370605
2023-11-22 14:52:04,51.0,31.2999992370605
2023-11-22 14:53:04,51.0,31.2999992370605
2023-11-22 14:54:04,51.0,31.2999992370605
2023-11-22 14:55:05,51.0,31.2999992370605
2023-11-22 14:56:05,51.0,31.1000003814697
2023-11-22 14:57:05,52.0,31.1000003814697
2023-11-22 14:58:05,52.0,31.2999992370605
2023-11-22 14:59:05,52.0,31.2999992370605
2023-11-22 15:00:05,52.0,31.2999992370605
